user_id,signup_date,city,acquisition_channel,birth_year,email
U00499,2024-06-15,Berlin,Google Ads,1960,user499@example.com
U01774,2025-07-22,Berlin,Organic,2004,user1774@example.com
U01548,2024-01-26,Hamburg,Meta Ads,1966,user1548@example.com
U01045,2025-08-04,Cologne,Google Ads,1984,user1045@example.com
U00563,2024-10-16,Hamburg,TikTok Ads,1964,user563@example.com
U00850,2024-11-14,Hamburg,Organic,2001,user850@example.com
U00311,2024-05-23,Frankfurt,Referral,1973,user311@example.com
U01034,2024-07-25,Hamburg,TikTok Ads,1989,user1034@example.com
U00402,2024-04-30,Cologne,Organic,1965,user402@example.com
U01710,2025-10-26,Cologne,TikTok Ads,1962,user1710@example.com
U00023,2024-02-29,Frankfurt,Google Ads,1994,user23@example.com
U01016,2025-08-16,Cologne,Meta Ads,1968,user1016@example.com
U01942,2025-03-13,Cologne,Organic,1972,user1942@example.com
U01212,2025-05-20,Cologne,TikTok Ads,1970,user1212@example.com
U00154,2025-10-04,Hamburg,Meta Ads,1977,user154@example.com
U00484,2024-08-30,Berlin,Referral,2005,user484@example.com
U00401,2025-11-20,Munich,Referral,1977,user401@example.com
U00017,2025-09-02,Hamburg,TikTok Ads,1982,user17@example.com
U02000,2025-01-04,Frankfurt,Google Ads,2003,user2000@example.com
U01234,2025-11-04,Cologne,Google Ads,1961,user1234@example.com
U00189,2024-04-03,Munich,Referral,1971,user189@example.com
U01859,2024-07-09,Munich,Referral,2000,user1859@example.com
U01056,2025-06-18,Hamburg,Organic,1987,user1056@example.com
U00177,2024-11-28,Cologne,Organic,1996,user177@example.com
U01049,2024-08-07,Munich,TikTok Ads,1961,user1049@example.com
U01519,2025-01-05,Berlin,Organic,1988,user1519@example.com
U00811,2024-04-21,Cologne,Organic,1960,user811@example.com
U01725,2025-05-03,Cologne,Google Ads,2004,user1725@example.com
U00015,2025-08-21,Munich,TikTok Ads,1995,user15@example.com
U01684,2024-11-08,Munich,Google Ads,1971,user1684@example.com
U00410,2024-02-12,Berlin,Meta Ads,1986,user410@example.com
U01843,2024-11-22,Frankfurt,Organic,1990,user1843@example.com
U01200,2025-10-09,Cologne,TikTok Ads,1990,user1200@example.com
U00391,2024-06-03,Berlin,Google Ads,1959,user391@example.com
U01246,2024-03-07,Frankfurt,Referral,1966,user1246@example.com
U01556,2025-05-10,Hamburg,Google Ads,1996,user1556@example.com
U01343,2025-04-07,Munich,Google Ads,2000,user1343@example.com
U01648,2024-12-26,Munich,Referral,1994,user1648@example.com
U00430,2024-11-16,Munich,Meta Ads,1977,user430@example.com
U01031,2025-05-24,Berlin,Organic,1966,user1031@example.com
U01199,2024-03-02,Frankfurt,Referral,1988,user1199@example.com
U00756,2024-02-20,Munich,Organic,1996,
U01719,2025-05-21,Berlin,Meta Ads,1970,user1719@example.com
U00157,2024-12-12,Munich,Organic,1987,user157@example.com
U00464,2025-02-06,Munich,Google Ads,2005,user464@example.com
U00476,2025-09-20,Cologne,Organic,1973,user476@example.com
U00890,2024-03-03,Hamburg,TikTok Ads,1995,user890@example.com
U00475,2024-12-28,Munich,Google Ads,1969,user475@example.com
U00413,2025-10-09,Munich,Google Ads,1997,user413@example.com
U00867,2024-12-16,Cologne,Organic,1973,user867@example.com
U01411,2025-01-23,Cologne,Google Ads,1965,user1411@example.com
U00333,2025-02-27,Munich,Organic,1961,user333@example.com
U00473,2024-04-04,Berlin,Meta Ads,1979,user473@example.com
U01865,2025-06-29,Cologne,Google Ads,2001,user1865@example.com
U01739,2024-10-09,Hamburg,Google Ads,2005,user1739@example.com
U01679,2024-10-26,Berlin,Google Ads,1983,user1679@example.com
U00362,2024-07-31,Berlin,Referral,2006,user362@example.com
U01629,2025-03-07,Munich,TikTok Ads,1966,user1629@example.com
U01194,2024-11-21,Munich,Google Ads,1984,
U01139,2025-03-02,Frankfurt,Meta Ads,2001,user1139@example.com
U01888,2024-06-22,Frankfurt,Meta Ads,2000,user1888@example.com
U01017,2025-06-01,Cologne,Meta Ads,1964,user1017@example.com
U00195,2024-09-18,Munich,Meta Ads,1965,user195@example.com
U00951,2024-08-23,Cologne,Organic,1991,user951@example.com
U01213,2024-06-28,Cologne,Meta Ads,1966,user1213@example.com
U01224,2024-02-04,Frankfurt,Google Ads,2002,user1224@example.com
U00501,2025-08-31,Munich,TikTok Ads,1988,user501@example.com
U01476,2025-10-13,Cologne,Organic,1999,user1476@example.com
U00308,2025-04-24,Hamburg,Meta Ads,1965,user308@example.com
U00512,2024-11-02,Cologne,TikTok Ads,2003,user512@example.com
U00380,2024-10-25,Munich,Referral,1998,user380@example.com
U00492,2024-08-16,Hamburg,Meta Ads,1969,user492@example.com
U00831,2025-06-21,Cologne,Google Ads,1971,user831@example.com
U00761,2025-03-01,Frankfurt,Google Ads,1998,user761@example.com
U00367,2024-08-21,Frankfurt,Google Ads,1982,user367@example.com
U01469,2024-03-19,Berlin,Google Ads,1965,user1469@example.com
U00948,2024-10-03,Hamburg,Meta Ads,1966,user948@example.com
U00860,2025-04-11,Munich,Meta Ads,1999,user860@example.com
U01244,2025-11-24,Munich,Referral,1999,user1244@example.com
U00269,2025-10-28,Frankfurt,TikTok Ads,1994,user269@example.com
U00583,2024-04-15,Berlin,TikTok Ads,1960,
U00068,2025-11-05,Berlin,Meta Ads,1990,user68@example.com
U00695,2024-01-07,Hamburg,TikTok Ads,1992,user695@example.com
U01509,2024-09-19,Berlin,TikTok Ads,1986,user1509@example.com
U00698,07.07.2025,Munich,Organic,1980,user698@example.com
U00712,2025-04-19,Hamburg,Organic,1967,user712@example.com
U00371,2025-07-24,Cologne,Google Ads,1984,user371@example.com
U01758,2025-02-27,Berlin,TikTok Ads,2004,
U01505,2024-08-01,Frankfurt,Google Ads,1996,user1505@example.com
U00790,2024-01-20,Cologne,Google Ads,1999,user790@example.com
U00603,2025-01-02,Cologne,Meta Ads,1964,user603@example.com
U01937,2025-08-01,Cologne,Google Ads,1993,user1937@example.com
U00091,2024-07-22,Hamburg,TikTok Ads,2002,user91@example.com
U00957,2024-10-29,Munich,Organic,1963,user957@example.com
U00763,2025-09-06,Hamburg,Referral,1980,user763@example.com
U01553,2024-01-23,Frankfurt,Organic,1989,user1553@example.com
U01917,2024-04-15,Hamburg,Meta Ads,1997,user1917@example.com
U00944,2025-08-29,Hamburg,Meta Ads,1984,user944@example.com
U01667,2025-08-19,Frankfurt,Referral,1974,user1667@example.com
U00783,2024-05-29,Berlin,Google Ads,1972,user783@example.com
U01594,2024-05-01,Frankfurt,TikTok Ads,1963,user1594@example.com
U01781,2025-06-20,Munich,Organic,1988,user1781@example.com
U01748,2024-10-21,Berlin,Meta Ads,1986,user1748@example.com
U00838,2025-07-17,Frankfurt,TikTok Ads,1958,user838@example.com
U00774,2024-01-12,Berlin,Referral,1998,user774@example.com
U01571,2025-10-23,Munich,Meta Ads,2006,user1571@example.com
U00062,2024-02-15,Munich,Referral,1958,user62@example.com
U00751,2025-01-07,Cologne,Organic,1973,user751@example.com
U00925,2025-10-31,Cologne,Meta Ads,1987,user925@example.com
U01214,2025-06-19,Cologne,TikTok Ads,1975,user1214@example.com
U01814,13.11.2024,Cologne,Referral,2003,user1814@example.com
U01309,2025-09-14,Berlin,Google Ads,1991,user1309@example.com
U00064,2025-06-03,Cologne,Meta Ads,1984,user64@example.com
U00067,2025-11-01,Frankfurt,Meta Ads,1986,user67@example.com
U00166,2024-08-29,Hamburg,Google Ads,1964,user166@example.com
U01441,2025-07-27,Frankfurt,Google Ads,1981,user1441@example.com
U00289,2024-02-22,Frankfurt,Meta Ads,1968,user289@example.com
U00258,2025-06-04,Frankfurt,Google Ads,1970,user258@example.com
U01365,2025-07-15,Frankfurt,Organic,1985,user1365@example.com
U01157,2025-10-08,Frankfurt,Organic,2000,user1157@example.com
U01415,2024-01-06,Berlin,Organic,2004,user1415@example.com
U01039,2025-07-06,Berlin,Organic,1988,user1039@example.com
U00544,2025-11-01,Frankfurt,Referral,1980,user544@example.com
U01610,2024-04-25,Frankfurt,Meta Ads,1991,
U01278,2025-04-01,Hamburg,TikTok Ads,1983,user1278@example.com
U01637,09.03.2024,Munich,Meta Ads,1996,user1637@example.com
U01694,2024-09-12,Cologne,Referral,1976,user1694@example.com
U01668,2024-07-24,Hamburg,Google Ads,2006,user1668@example.com
U01185,2024-07-12,Cologne,Meta Ads,1990,user1185@example.com
U01391,2025-07-31,Munich,Referral,1990,user1391@example.com
U01378,2024-11-29,Berlin,Organic,1992,user1378@example.com
U01487,2024-04-23,Cologne,Meta Ads,1999,user1487@example.com
U00519,2025-07-02,Cologne,TikTok Ads,1984,user519@example.com
U01217,2025-01-05,Hamburg,Organic,1960,user1217@example.com
U01231,2024-07-09,Frankfurt,TikTok Ads,1960,user1231@example.com
U00304,2024-08-25,Munich,Organic,2004,user304@example.com
U01924,2025-01-26,Cologne,TikTok Ads,1993,user1924@example.com
U00857,2025-02-05,Frankfurt,TikTok Ads,1996,user857@example.com
U01334,2024-09-22,Berlin,Meta Ads,1984,user1334@example.com
U01029,2024-10-06,Cologne,Organic,1999,user1029@example.com
U01557,2024-07-16,Munich,Meta Ads,1992,user1557@example.com
U00234,02.07.2025,Hamburg,Organic,1990,user234@example.com
U00775,2025-07-06,Berlin,Organic,1978,user775@example.com
U01337,2025-11-12,Berlin,Organic,1960,user1337@example.com
U00869,2024-11-11,Cologne,Organic,1962,user869@example.com
U01914,2024-01-07,Berlin,Organic,1990,user1914@example.com
U01662,2025-09-25,Frankfurt,Google Ads,1966,user1662@example.com
U01388,2025-01-02,Hamburg,Referral,2004,user1388@example.com
U01094,26.07.2025,Hamburg,Organic,1969,user1094@example.com
U01892,2025-01-14,Munich,TikTok Ads,2003,user1892@example.com
U00127,2025-09-29,Hamburg,TikTok Ads,1998,user127@example.com
U00717,2024-08-03,Frankfurt,TikTok Ads,1964,user717@example.com
U00194,2025-02-08,Munich,Meta Ads,1961,user194@example.com
U01201,2024-03-12,Cologne,Referral,1983,user1201@example.com
U01025,02.07.2024,Frankfurt,TikTok Ads,2001,user1025@example.com
U00556,2025-05-16,Frankfurt,Google Ads,1970,user556@example.com
U00900,2025-11-25,Cologne,Referral,1991,user900@example.com
U00148,2025-11-24,Cologne,Referral,1962,user148@example.com
U00270,2024-10-23,Frankfurt,Referral,1977,user270@example.com
U01492,2025-05-03,Berlin,Referral,1999,user1492@example.com
U00998,2024-03-09,Hamburg,Organic,1981,user998@example.com
U00181,2024-03-09,Hamburg,Meta Ads,1963,user181@example.com
U00082,2025-02-02,Frankfurt,Meta Ads,2001,user82@example.com
U00007,2025-07-19,Cologne,Meta Ads,1998,user7@example.com
U01437,2024-08-31,Berlin,Meta Ads,1971,user1437@example.com
U00190,2024-11-15,Munich,Meta Ads,1994,user190@example.com
U01489,2025-08-08,Hamburg,Google Ads,2003,user1489@example.com
U00126,2024-01-02,Cologne,Referral,1992,user126@example.com
U01834,2025-04-28,Berlin,Organic,1987,user1834@example.com
U01393,2025-12-01,Hamburg,Referral,1962,user1393@example.com
U01845,2025-04-06,Hamburg,Google Ads,1988,user1845@example.com
U01483,2024-01-27,Cologne,Google Ads,1985,user1483@example.com
U00405,2024-02-24,Frankfurt,TikTok Ads,1958,user405@example.com
U01805,2024-04-09,Cologne,Google Ads,1975,user1805@example.com
U00395,2025-06-12,Frankfurt,Meta Ads,1968,user395@example.com
U01849,2024-02-21,Hamburg,Google Ads,2001,user1849@example.com
U01298,2025-04-14,Hamburg,Google Ads,2000,user1298@example.com
U00163,2025-07-04,Cologne,Organic,1987,user163@example.com
U00103,2024-12-26,Munich,Referral,1975,user103@example.com
U01371,2024-04-08,Cologne,Referral,1988,user1371@example.com
U00478,2025-10-07,Hamburg,Organic,1992,user478@example.com
U01732,2024-09-22,Hamburg,Meta Ads,2006,user1732@example.com
U01926,2025-04-26,Frankfurt,Meta Ads,1960,user1926@example.com
U01736,2024-10-29,Frankfurt,Organic,2003,user1736@example.com
U00188,25.12.2024,Munich,Google Ads,1967,user188@example.com
U01490,2025-06-18,Berlin,Meta Ads,1966,user1490@example.com
U00167,2025-02-11,Berlin,Meta Ads,1965,user167@example.com
U01093,2024-01-06,Hamburg,Meta Ads,1997,user1093@example.com
U00285,2025-06-11,Cologne,Referral,1997,user285@example.com
U01374,2025-04-19,Frankfurt,Referral,1999,user1374@example.com
U00250,2024-05-26,Berlin,Meta Ads,2001,user250@example.com
U00217,2025-06-04,Hamburg,Organic,1981,user217@example.com
U01468,2024-04-25,Hamburg,Referral,1965,user1468@example.com
U01381,2025-09-05,Berlin,Google Ads,1958,user1381@example.com
U01569,2024-08-26,Munich,Google Ads,1982,user1569@example.com
U01870,2024-05-06,Hamburg,Meta Ads,1971,user1870@example.com
U00699,2024-05-03,Munich,Organic,1987,
U00028,2024-01-08,Berlin,Referral,1998,user28@example.com
U00020,2024-07-01,Cologne,TikTok Ads,1964,user20@example.com
U00155,2024-04-02,Munich,TikTok Ads,1978,user155@example.com
U00179,2025-03-16,Frankfurt,Organic,1972,user179@example.com
U00486,2024-11-12,Munich,Google Ads,1960,user486@example.com
U00316,2025-11-11,Berlin,TikTok Ads,2006,user316@example.com
U01196,2024-11-07,Munich,Meta Ads,1986,user1196@example.com
U01653,2025-11-26,Munich,Google Ads,2006,user1653@example.com
U01586,2024-12-27,Munich,Google Ads,1973,user1586@example.com
U00153,2025-10-13,Munich,Google Ads,1974,user153@example.com
U00498,2025-01-22,Cologne,Meta Ads,1982,user498@example.com
U00220,2025-09-03,Cologne,Meta Ads,1968,user220@example.com
U01743,2024-07-22,Munich,Google Ads,1963,user1743@example.com
U00048,2024-08-03,Cologne,Organic,1971,user48@example.com
U01159,2024-10-13,Frankfurt,Meta Ads,1997,user1159@example.com
U01043,2024-02-27,Berlin,Google Ads,1973,user1043@example.com
U01113,2024-10-01,Hamburg,TikTok Ads,1985,user1113@example.com
U00174,21.09.2025,Berlin,Google Ads,2000,user174@example.com
U00922,2024-02-06,Frankfurt,Google Ads,2004,user922@example.com
U01127,2024-01-15,Berlin,Meta Ads,1959,user1127@example.com
U00547,2025-06-26,Munich,Referral,1961,user547@example.com
U00577,2025-06-19,Munich,Organic,1997,user577@example.com
U01002,2025-06-26,Munich,Google Ads,1962,user1002@example.com
U01598,27.04.2024,Cologne,Google Ads,1960,user1598@example.com
U01405,2025-05-19,Cologne,Meta Ads,1958,user1405@example.com
U00710,2025-08-12,Hamburg,Referral,1992,user710@example.com
U00272,2024-12-14,Hamburg,Organic,1978,user272@example.com
U00701,2024-08-30,Frankfurt,Meta Ads,1997,user701@example.com
U01735,2024-10-15,Munich,Organic,1994,user1735@example.com
U00870,2024-12-01,Munich,TikTok Ads,2000,user870@example.com
U01050,2024-04-04,Berlin,TikTok Ads,1995,user1050@example.com
U00752,2024-07-13,Hamburg,Referral,1989,user752@example.com
U01347,2024-10-27,Cologne,TikTok Ads,2003,user1347@example.com
U00769,2024-05-21,Hamburg,Google Ads,1995,user769@example.com
U00554,2024-05-12,Berlin,Referral,1990,user554@example.com
U01453,2024-06-29,Cologne,Google Ads,1959,user1453@example.com
U01718,2024-10-20,Munich,TikTok Ads,1965,user1718@example.com
U01747,2025-10-07,Munich,Google Ads,1980,user1747@example.com
U00963,2025-04-21,Berlin,TikTok Ads,1981,user963@example.com
U01228,2024-04-13,Hamburg,TikTok Ads,2001,user1228@example.com
U00780,2024-09-09,Cologne,Google Ads,1975,user780@example.com
U00620,2024-03-25,Cologne,Google Ads,1968,user620@example.com
U00040,2025-11-22,Munich,TikTok Ads,1983,user40@example.com
U01927,2024-10-13,Hamburg,Referral,1995,user1927@example.com
U01977,2024-04-23,Hamburg,Organic,2003,user1977@example.com
U00065,2024-07-15,Cologne,TikTok Ads,1982,user65@example.com
U00682,2024-09-01,Frankfurt,Referral,1968,user682@example.com
U00165,2025-02-21,Frankfurt,Organic,1975,user165@example.com
U01998,2025-07-28,Frankfurt,Google Ads,1994,user1998@example.com
U01620,2024-09-14,Cologne,Meta Ads,1976,user1620@example.com
U00083,2025-09-29,Berlin,Organic,1983,user83@example.com
U01226,2024-10-28,Munich,TikTok Ads,1983,user1226@example.com
U00887,2025-08-16,Berlin,Organic,1961,user887@example.com
U01429,14.02.2025,Cologne,Meta Ads,1970,user1429@example.com
U01995,2024-02-28,Hamburg,TikTok Ads,1975,user1995@example.com
U01644,31.05.2024,Cologne,Referral,1987,user1644@example.com
U00490,2024-04-13,Frankfurt,Organic,1978,user490@example.com
U00107,2024-02-25,Frankfurt,Google Ads,2002,user107@example.com
U00342,2025-09-10,Hamburg,Organic,1983,user342@example.com
U00653,2025-02-19,Cologne,Google Ads,1980,user653@example.com
U01003,2025-09-05,Hamburg,Referral,1992,user1003@example.com
U01218,2025-06-29,Cologne,Google Ads,1958,user1218@example.com
U01066,2025-08-21,Munich,Meta Ads,2005,user1066@example.com
U00574,2025-09-17,Munich,Organic,1980,user574@example.com
U01052,2024-11-03,Hamburg,TikTok Ads,1992,user1052@example.com
U01847,2024-01-08,Cologne,Organic,2003,user1847@example.com
U00518,2025-08-19,Berlin,Referral,1964,user518@example.com
U00748,2024-12-22,Cologne,Meta Ads,1987,user748@example.com
U00347,2024-08-23,Hamburg,Referral,1973,user347@example.com
U01299,2024-03-09,Berlin,TikTok Ads,1984,user1299@example.com
U01934,2024-05-02,Berlin,TikTok Ads,1985,user1934@example.com
U01702,2024-02-12,Hamburg,Referral,1972,user1702@example.com
U00727,2024-10-26,Cologne,Organic,1958,user727@example.com
U00171,2024-06-27,Munich,TikTok Ads,1959,user171@example.com
U00053,2025-01-08,Munich,Google Ads,1960,user53@example.com
U01923,2024-08-01,Hamburg,Organic,1974,user1923@example.com
U00404,2025-07-22,Frankfurt,TikTok Ads,1976,user404@example.com
U00228,2024-02-24,Hamburg,Meta Ads,1981,user228@example.com
U00307,2025-04-10,Munich,TikTok Ads,1992,user307@example.com
U00807,2025-02-26,Berlin,Meta Ads,2000,user807@example.com
U01613,2025-10-03,Munich,Referral,1986,user1613@example.com
U00277,2024-04-02,Cologne,Referral,1990,user277@example.com
U01903,2025-04-02,Munich,Meta Ads,1973,user1903@example.com
U00142,2024-02-06,Munich,Google Ads,1973,user142@example.com
U00758,2024-02-29,Hamburg,Google Ads,1975,user758@example.com
U00175,2025-05-05,Frankfurt,Google Ads,1985,user175@example.com
U01665,2025-01-01,Cologne,Meta Ads,1968,user1665@example.com
U01769,2024-04-07,Munich,Google Ads,1971,user1769@example.com
U01008,2025-04-16,Frankfurt,Referral,1965,user1008@example.com
U01925,2025-03-26,Frankfurt,TikTok Ads,1964,user1925@example.com
U00917,19.08.2024,Cologne,TikTok Ads,2002,user917@example.com
U01833,2024-01-06,Frankfurt,Meta Ads,1980,user1833@example.com
U00904,19.11.2025,Berlin,Organic,1962,user904@example.com
U00743,2024-06-07,Cologne,Referral,1963,user743@example.com
U01635,2025-07-29,Munich,Referral,1989,user1635@example.com
U00350,2024-02-04,Berlin,Organic,1962,user350@example.com
U01988,2024-08-19,Cologne,Meta Ads,1975,user1988@example.com
U00777,2024-05-31,Cologne,Organic,1963,user777@example.com
U00969,2025-04-13,Berlin,Google Ads,1983,user969@example.com
U01317,2024-06-05,Frankfurt,Referral,1969,user1317@example.com
U01549,2024-09-02,Munich,Organic,1972,user1549@example.com
U00081,2025-07-13,Frankfurt,Google Ads,1972,user81@example.com
U01197,2025-01-17,Frankfurt,TikTok Ads,1968,user1197@example.com
U01615,14.07.2024,Berlin,Organic,1991,user1615@example.com
U00301,2025-10-15,Berlin,Meta Ads,1964,user301@example.com
U00233,2024-09-01,Frankfurt,TikTok Ads,1997,user233@example.com
U00511,2025-03-04,Munich,Organic,2001,user511@example.com
U00576,2025-11-25,Hamburg,TikTok Ads,2005,user576@example.com
U00962,2025-06-11,Frankfurt,Referral,2001,user962@example.com
U01132,2024-04-15,Frankfurt,TikTok Ads,2003,user1132@example.com
U01173,2025-04-13,Munich,Organic,2003,user1173@example.com
U00325,2025-10-31,Cologne,Meta Ads,1965,user325@example.com
U01703,2024-01-17,Munich,Referral,1980,user1703@example.com
U01091,2025-03-09,Berlin,Referral,1974,user1091@example.com
U00243,2024-12-31,Berlin,Referral,1961,user243@example.com
U00851,2024-02-17,Hamburg,Meta Ads,2000,
U00335,2025-03-02,Frankfurt,Meta Ads,1977,user335@example.com
U00312,2024-12-03,Hamburg,Meta Ads,2004,user312@example.com
U00328,25.04.2024,Berlin,Meta Ads,2000,user328@example.com
U01151,2024-09-08,Berlin,Referral,1988,user1151@example.com
U01962,2024-12-23,Frankfurt,Organic,1963,user1962@example.com
U00622,2024-07-29,Frankfurt,Google Ads,2002,user622@example.com
U00594,2025-09-12,Cologne,Meta Ads,1990,user594@example.com
U00359,2025-05-26,Berlin,TikTok Ads,1999,user359@example.com
U00694,2025-09-25,Frankfurt,TikTok Ads,1964,user694@example.com
U00973,2024-08-25,Hamburg,Referral,1991,user973@example.com
U00915,2025-11-11,Cologne,Google Ads,1967,user915@example.com
U00647,2025-06-10,Munich,Organic,1968,user647@example.com
U00744,2025-10-02,Berlin,Meta Ads,1980,user744@example.com
U00136,2025-08-08,Frankfurt,Organic,1984,user136@example.com
U00630,2025-10-11,Hamburg,Google Ads,2001,user630@example.com
U00437,2025-05-21,Cologne,Google Ads,1973,user437@example.com
U01207,2024-12-27,Munich,Google Ads,1982,user1207@example.com
U00416,2025-02-25,Munich,Meta Ads,1975,user416@example.com
U00731,2024-05-19,Cologne,Organic,1998,user731@example.com
U00642,2025-07-05,Berlin,Google Ads,2004,user642@example.com
U00185,2024-04-20,Cologne,Meta Ads,1993,user185@example.com
U00679,2024-10-20,Munich,Organic,1996,user679@example.com
U01726,2024-06-04,Frankfurt,Organic,1995,user1726@example.com
U00018,2024-01-12,Hamburg,Referral,1965,user18@example.com
U00044,2024-04-12,Hamburg,Google Ads,1971,user44@example.com
U00176,2024-03-23,Cologne,TikTok Ads,1967,user176@example.com
U01331,2024-01-02,Hamburg,Organic,2002,user1331@example.com
U01628,2024-12-28,Cologne,Google Ads,1984,user1628@example.com
U01308,2024-09-05,Munich,Meta Ads,1961,user1308@example.com
U01087,2025-05-21,Hamburg,Meta Ads,1985,user1087@example.com
U00648,02.01.2025,Hamburg,Meta Ads,2006,user648@example.com
U00997,2024-07-02,Hamburg,Organic,2002,
U00268,2024-02-12,Cologne,Referral,1959,user268@example.com
U01532,2025-06-19,Frankfurt,Referral,1979,user1532@example.com
U00960,2025-01-29,Hamburg,TikTok Ads,1979,user960@example.com
U01965,2025-11-15,Cologne,Meta Ads,1988,user1965@example.com
U00843,2024-12-28,Frankfurt,TikTok Ads,1967,user843@example.com
U00309,2024-01-15,Munich,TikTok Ads,1976,user309@example.com
U01547,05.06.2024,Cologne,Organic,2003,user1547@example.com
U01560,2025-04-23,Munich,Referral,1989,user1560@example.com
U01783,2025-04-14,Berlin,Referral,1961,user1783@example.com
U01461,2024-01-22,Berlin,Meta Ads,1958,user1461@example.com
U01561,2024-06-26,Cologne,TikTok Ads,2003,user1561@example.com
U00560,2024-04-28,Munich,Meta Ads,1982,user560@example.com
U01746,2025-11-03,Frankfurt,Organic,1977,user1746@example.com
U01163,24.01.2024,Hamburg,Organic,1992,user1163@example.com
U01996,2024-12-02,Berlin,Organic,1974,user1996@example.com
U00423,2024-02-17,Munich,Organic,1987,user423@example.com
U01538,2024-12-25,Frankfurt,Google Ads,1987,user1538@example.com
U00908,2024-04-23,Berlin,Organic,1974,user908@example.com
U01604,2025-03-14,Munich,Google Ads,1969,user1604@example.com
U01276,2024-07-29,Cologne,Referral,2003,user1276@example.com
U01060,2025-10-24,Hamburg,Referral,1970,user1060@example.com
U01645,2024-02-04,Hamburg,Meta Ads,2000,user1645@example.com
U00321,2025-11-19,Berlin,Meta Ads,2004,user321@example.com
U01130,2024-06-05,Frankfurt,TikTok Ads,1986,user1130@example.com
U01294,2024-07-15,Munich,Meta Ads,1962,user1294@example.com
U01248,2024-07-12,Berlin,Referral,1976,user1248@example.com
U00409,2025-06-07,Hamburg,TikTok Ads,1965,user409@example.com
U00105,2025-08-26,Munich,Referral,1991,user105@example.com
U01846,2024-07-02,Berlin,Meta Ads,1992,user1846@example.com
U00616,2025-11-15,Cologne,Meta Ads,1973,user616@example.com
U01260,2024-09-13,Cologne,Meta Ads,2001,user1260@example.com
U01984,2025-04-24,Hamburg,TikTok Ads,2004,
U01800,11.02.2025,Berlin,TikTok Ads,2002,user1800@example.com
U00964,2024-07-28,Frankfurt,TikTok Ads,1979,user964@example.com
U01581,2024-02-23,Berlin,Referral,1960,user1581@example.com
U00805,2024-05-17,Munich,Organic,1996,user805@example.com
U00438,2025-01-04,Frankfurt,Referral,1966,user438@example.com
U01520,2024-10-03,Frankfurt,Google Ads,1969,user1520@example.com
U01830,2024-11-12,Munich,Organic,1967,user1830@example.com
U00837,2025-10-17,Hamburg,TikTok Ads,1976,user837@example.com
U01591,2024-07-26,Hamburg,TikTok Ads,1970,user1591@example.com
U00949,2024-04-23,Munich,Referral,1987,user949@example.com
U01960,2024-01-30,Frankfurt,Google Ads,1960,user1960@example.com
U01348,2024-02-02,Cologne,Organic,1963,user1348@example.com
U01876,2024-07-12,Cologne,Google Ads,1997,user1876@example.com
U00392,2024-05-25,Frankfurt,Referral,1979,user392@example.com
U00445,2025-04-09,Munich,Google Ads,1961,user445@example.com
U01564,2025-08-03,Berlin,TikTok Ads,1998,user1564@example.com
U01797,2024-08-06,Berlin,Meta Ads,1970,user1797@example.com
U01086,2024-08-17,Hamburg,Referral,1970,user1086@example.com
U01898,2025-05-08,Hamburg,Meta Ads,1982,user1898@example.com
U00817,2024-04-02,Munich,Google Ads,2002,user817@example.com
U00668,2024-04-10,Berlin,Referral,1974,user668@example.com
U00692,2025-05-02,Munich,Organic,1971,user692@example.com
U00745,2025-05-14,Frankfurt,Meta Ads,1993,user745@example.com
U00950,2025-09-10,Cologne,TikTok Ads,1998,user950@example.com
U01281,2025-04-13,Frankfurt,Google Ads,2000,user1281@example.com
U00910,2024-06-14,Hamburg,Google Ads,1975,user910@example.com
U00927,25.09.2025,Berlin,Referral,2002,
U00944,2025-08-29,Hamburg,Meta Ads,1984,user944@example.com
U00856,13.05.2024,Berlin,Organic,2001,user856@example.com
U00863,2024-06-23,Berlin,Organic,1980,user863@example.com
U01957,2025-01-15,Cologne,Meta Ads,1968,user1957@example.com
U00427,2025-11-02,Cologne,Meta Ads,2019,user427@example.com
U00723,2025-03-21,Frankfurt,TikTok Ads,1998,user723@example.com
U00257,2024-03-07,Munich,Referral,1976,user257@example.com
U01485,19.03.2024,Munich,TikTok Ads,1984,user1485@example.com
U01670,2024-03-13,Cologne,Organic,1996,user1670@example.com
U01109,2025-07-14,Munich,Organic,1982,user1109@example.com
U00841,2025-04-18,Cologne,Referral,1984,user841@example.com
U00942,2024-09-14,Berlin,TikTok Ads,2006,user942@example.com
U00088,2024-01-21,Cologne,Meta Ads,1973,user88@example.com
U00295,2025-05-10,Hamburg,Referral,1973,user295@example.com
U00615,2025-06-27,Berlin,Google Ads,1993,user615@example.com
U00885,2025-06-23,Berlin,TikTok Ads,2006,user885@example.com
U01857,2024-04-29,Cologne,TikTok Ads,1994,user1857@example.com
U00754,2024-07-01,Berlin,TikTok Ads,1970,user754@example.com
U01992,2024-02-11,Cologne,Meta Ads,1974,user1992@example.com
U00527,2024-02-29,Munich,Referral,1987,user527@example.com
U00796,2024-03-30,Munich,Organic,1991,user796@example.com
U00358,2025-02-19,Munich,Google Ads,1993,user358@example.com
U00588,18.04.2024,Frankfurt,Google Ads,1968,user588@example.com
U01734,2025-07-04,Hamburg,Meta Ads,1958,user1734@example.com
U01790,2024-04-03,Berlin,Referral,1997,user1790@example.com
U00738,2024-02-04,Munich,Organic,2005,user738@example.com
